Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
46.61,41,48335.2,145.85,Reduced background data-warehouse,West Lisa,0,El Salvador,26-06-2016 07:01,1
42.39,50,55642.32,226.79,Focused coherent success,Yangside,0,Northern Mariana Islands,03-04-2016 21:13,1
78.7,52,64021.55,229.12,Synergistic stable infrastructure,Youngfort,0,Belgium,30-03-2016 16:15,1
59.05,50,43974.49,123.13,Function-based context-sensitive secured line,Burgessside,1,Turkey,20-03-2016 08:22,1
48.03,40,40468.53,140.46,Inverse zero-defect capability,West Gregburgh,0,Uganda,13-07-2016 16:12,1
71.84,39,74623.27,124.44,Intuitive exuding service-desk,Jamiefort,0,Egypt,29-02-2016 23:56,0
79.52,49,64564.07,187.76,Reactive composite project,Bakerhaven,1,Cambodia,24-06-2016 08:42,1
85.62,31,57739.03,183.85,Intuitive radical forecast,East Sharon,1,Peru,21-06-2016 14:32,0
42.6,31,58235.21,207.17,Balanced empowering success,North Regina,1,Croatia,25-05-2016 00:34,0
51.24,32,69481.85,219.94,Focused upward-trending core,Lisafort,0,Angola,09-06-2016 21:43,0
51.24,26,46033.73,109.98,Persistent even-keeled application,Lake Jacqueline,0,French Guiana,03-01-2016 07:13,0
56.39,46,40468.53,193.29,Automated multi-state toolset,Brownbury,0,Australia,28-02-2016 23:10,1
62.26,25,50723.67,140.46,Digitized content-based circuit,West Gregburgh,0,Qatar,10-06-2016 00:35,0
54.39,34,34191.23,168.34,Cloned explicit middleware,New Tinamouth,0,Turkmenistan,10-02-2016 15:23,1
34.78,27,31281.01,171.07,Reverse-engineered well-modulated capability,Sandraland,1,Netherlands Antilles,08-07-2016 03:47,0
51.87,19,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
75.42,53,30726.26,182.2,Synchronized systemic hierarchy,Reyesfurt,1,Lebanon,14-02-2016 14:38,1
51.24,30,66359.32,113.69,De-engineered attitude-oriented projection,Lake Jessicaville,1,Bolivia,13-01-2016 02:58,1
80.47,38,57868.44,122.04,Universal 24/7 implementation,Stewartbury,1,Western Sahara,14-03-2016 14:13,1
83.66,25,65791.17,114.69,Open-source local approach,Palmerside,1,Hong Kong,14-01-2016 16:30,0
60.53,46,64021.55,229.12,Configurable tertiary capability,Richardsonshire,0,Cayman Islands,06-04-2016 14:16,1
39.3,29,53431.35,158.56,Cross-group regional website,Jacksonmouth,0,Saudi Arabia,21-04-2016 16:10,1
60.53,22,51257.26,121.07,Customizable modular Internet solution,Combsstad,0,Cote d'Ivoire,19-02-2016 20:49,1
51.24,36,32549.95,141.52,Versatile transitional monitoring,North Randy,0,Qatar,06-04-2016 17:26,0
47.74,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Zimbabwe,08-05-2016 10:25,0
43.49,39,65953.76,129.23,Sharable reciprocal project,Lindsaymouth,1,Netherlands Antilles,08-07-2016 03:47,0
65.65,53,74535.94,140.46,Cross-platform logistical pricing structure,Lake Jenniferton,0,Congo,28-04-2016 22:54,0
60.72,23,46422.76,172.81,Synchronized user-facing core,Hollandberg,1,United States Virgin Islands,13-06-2016 22:41,0
56.39,46,69646.35,198.5,Programmable uniform website,South Cynthiashire,1,Australia,10-03-2016 23:36,1
36.08,45,60315.19,138.71,Reactive bi-directional standardization,Wintersfort,1,Zimbabwe,05-03-2016 12:03,0
59.22,36,29398.61,140.46,Versatile transitional monitoring,North Randy,0,Belize,08-05-2016 22:24,1
40.42,45,31092.93,137.24,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,10-07-2016 17:24,1
89.05,44,48335.2,109.07,Synergistic reciprocal attitude,Stewartbury,1,Micronesia,14-03-2016 14:13,1
82.07,55,62784.85,123.13,Advanced modular Local Area Network,Hubbardmouth,0,Tonga,21-04-2016 09:30,1
35.61,29,53431.35,230.52,Monitored 24/7 moratorium,Evansfurt,0,Senegal,14-01-2016 00:23,0
36.56,29,68357.96,153.76,Synergized coherent interface,Williamsport,0,Bangladesh,05-01-2016 16:26,1
39.96,26,63430.33,222.35,Extended systemic policy,South Tiffanyton,0,United Arab Emirates,15-05-2016 13:18,0
52.68,35,73889.99,226.54,Business-focused real-time toolset,Phelpschester,1,Hong Kong,02-07-2016 20:23,0
41.73,31,56180.93,207.17,Optional full-range projection,New Michael,0,Singapore,21-06-2016 14:32,0
35.61,30,30726.26,219.94,Cross-platform logistical pricing structure,Kristinfurt,0,Qatar,09-03-2016 06:22,0
84.73,53,69428.73,174.88,Total 5thgeneration standardization,New Travistown,0,Palestinian Territory,21-07-2016 10:54,1
56.39,40,62669.59,221.98,Synergized coherent interface,North Brittanyburgh,1,Antigua and Barbuda,20-06-2016 08:22,1
40.47,35,25603.93,236.87,Profound zero administration instruction set,Wrightburgh,0,Ukraine,12-01-2016 03:28,0
66.03,39,60638.38,124.44,Cloned object-oriented benchmark,Youngfort,0,Falkland Islands (Malvinas),08-05-2016 22:24,1
49.21,53,54324.73,168.41,Synchronized systemic hierarchy,Nicholasport,0,Montenegro,05-01-2016 20:58,1
39.3,29,49850.52,208.05,Mandatory coherent groupware,Christinetown,0,Burundi,09-03-2016 00:41,0
75.55,24,52252.91,182.2,Monitored content-based implementation,West James,0,Algeria,28-04-2016 22:54,0
82.07,48,62784.85,212.38,Progressive non-volatile neural-net,Burgessside,1,Turkey,17-07-2016 01:13,1
73.89,28,71222.4,217.37,Down-sized bandwidth-monitored core,West Joseph,0,Uruguay,06-05-2016 21:07,1
44.72,43,27241.11,198.45,Focused coherent success,Wilcoxport,1,Sri Lanka,06-02-2016 17:48,0
46.14,55,57014.84,187.76,Function-based context-sensitive secured line,Gilbertville,0,Northern Mariana Islands,15-01-2016 22:49,1
75.55,36,59240.24,140.46,Multi-layered fresh-thinking neural-net,North Brandon,0,Qatar,12-04-2016 04:22,0
80.3,37,68448.94,217.37,Cross-group non-volatile secured line,Sarafurt,1,Australia,04-04-2016 20:01,0
64.75,28,53058.91,230.52,Cloned object-oriented benchmark,Westshire,0,Ireland,08-05-2016 22:24,1
73.89,31,55121.65,207.17,Focused 3rdgeneration pricing structure,Port Calvintown,0,Croatia,09-07-2016 11:18,0
56.16,41,70449.04,140.15,Self-enabling incremental collaboration,Christinetown,0,Uganda,29-06-2016 10:50,0
55.6,24,52252.91,182.2,Decentralized real-time circuit,West James,0,Algeria,02-02-2016 08:55,0
66.08,33,73941.91,235.94,Synchronized multi-tasking ability,Johnsontown,0,Indonesia,25-02-2016 16:33,0
62.26,32,70505.06,172.83,Focused upward-trending core,Lisafort,1,Lebanon,31-03-2016 20:55,0
82.07,43,57868.44,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,03-04-2016 21:13,1
55.92,22,51257.26,133.2,Customizable modular Internet solution,North Isabellaville,0,United States of America,29-01-2016 07:14,0
55.92,34,59785.94,168.34,Cloned explicit middleware,Hawkinsbury,0,Turkmenistan,11-03-2016 00:05,0
68.01,51,39616,188.56,Managed well-modulated collaboration,West Raymondmouth,1,China,18-04-2016 15:54,1
44.72,46,53309.61,231.95,Proactive actuating Graphical User Interface,Taylorhaven,1,New Zealand,03-07-2016 04:11,1
66.08,43,55642.32,157.04,Sharable encompassing database,Charlesport,0,Northern Mariana Islands,17-01-2016 15:10,0
34.3,42,57868.44,143.13,Face-to-face mission-critical definition,Hubbardmouth,1,Czech Republic,06-04-2016 11:24,1
84.73,26,70203.74,190.17,Optional secondary access,Garciamouth,0,Senegal,05-07-2016 18:59,1
73.72,36,50628.31,109.07,Organic logistical adapter,Youngfort,1,Gambia,04-03-2016 10:13,1
82.07,22,65773.49,121.07,Customizable modular Internet solution,Combsstad,0,Austria,03-07-2016 04:11,0
81.98,34,20592.99,168.34,Cloned explicit middleware,Kingshire,1,Namibia,11-03-2016 00:05,0
61.22,36,32549.95,115.26,Extended systemic policy,Destinyfurt,1,Hong Kong,08-07-2016 03:47,0
89.05,41,57846.68,126.39,Synergistic reciprocal attitude,West Lisa,0,El Salvador,13-05-2016 11:57,1
50.08,45,31092.93,174.88,Enhanced homogeneous moderator,Wintersfort,0,Northern Mariana Islands,24-02-2016 06:17,1
45.62,51,39616,118.27,Expanded radical software,Ryanhaven,0,Myanmar,31-01-2016 05:12,0
88.04,38,57868.44,132.08,Profit-focused dedicated utilization,Bowenview,0,Western Sahara,15-01-2016 19:40,1
60.23,40,42696.67,111.94,Business-focused transitional solution,Amyfurt,1,Ghana,11-02-2016 16:45,1
74.54,41,57846.68,163.48,Focused multimedia implementation,Jacobstad,0,Bangladesh,04-04-2016 18:36,1
46.61,30,57877.15,113.69,Managed 6thgeneration hierarchy,Reyesfurt,1,Bolivia,08-05-2016 10:25,1
65.07,34,34191.23,231.94,Cloned explicit middleware,Patriciahaven,1,Namibia,11-03-2016 00:05,0
82.07,22,63363.04,180.47,Customizable modular Internet solution,North Isabellaville,1,Cote d'Ivoire,03-07-2016 04:11,0
51.24,26,60812.77,109.07,Team-oriented zero-defect initiative,East Maureen,1,American Samoa,29-06-2016 13:35,0
59.51,32,69481.85,219.94,Up-sized 6thgeneration moratorium,Hernandezside,0,Serbia,07-05-2016 17:11,1
37.45,39,32549.95,115.26,Seamless cohesive conglomeration,Youngfort,0,Liechtenstein,03-02-2016 07:59,1
43.49,37,67132.46,158.56,Centralized logistical secured line,West Brandonton,0,Croatia,14-01-2016 00:23,1
50.08,40,62669.59,111.94,Upgradable optimizing toolset,Youngfort,1,Antigua and Barbuda,30-05-2016 20:08,1
41.73,31,57739.03,207.17,Sharable reciprocal project,Reginamouth,0,Singapore,08-02-2016 07:33,0
80.47,38,70582.55,122.04,Synergized clear-thinking protocol,Stewartbury,1,Finland,22-04-2016 02:07,1
80.47,33,49101.67,120.75,Compatible composite project,South George,1,Vanuatu,14-07-2016 22:43,1
79.52,50,43974.49,123.13,Function-based context-sensitive secured line,North Samantha,0,Heard Island and McDonald Islands,17-07-2016 01:13,1
54.88,29,69646.35,200.71,Digitized content-based circuit,East Carlos,0,Burundi,03-05-2016 16:02,0
62.14,34,20592.99,203.84,Cloned explicit middleware,South Adamhaven,1,Namibia,11-03-2016 00:05,0
55.6,39,61840.26,207.17,Profound executive flexibility,East Connie,1,Senegal,10-05-2016 07:22,0
55.6,35,73889.99,236.87,Optional multi-state hardware,Wrightburgh,0,Ukraine,01-04-2016 09:21,0
49.21,27,39193.45,171.07,Proactive actuating Graphical User Interface,East Heatherside,1,Switzerland,03-07-2016 04:11,0
45.01,31,56180.93,207.17,Sharable reciprocal project,East Kevinbury,1,Singapore,09-07-2016 11:18,0
59.88,31,75044.35,236.87,Optional multi-state hardware,North Johnside,0,Cameroon,18-07-2016 01:36,0
54.88,40,38067.08,167.22,Fully-configurable incremental Graphical User Interface,Garciaside,0,Barbados,11-06-2016 06:47,1
66.08,48,62784.85,157.04,Integrated coherent pricing structure,Burgessside,0,Brazil,17-07-2016 01:13,1
55.6,54,42993.48,161.16,Virtual scalable secured line,Port Destiny,0,French Guiana,03-01-2016 16:01,1
84.73,26,39840.55,176.98,Face-to-face even-keeled website,Port Katelynview,0,El Salvador,12-05-2016 20:57,1
41.73,31,59886.58,133.17,User-friendly client-server instruction set,Lake Ian,1,Bosnia and Herzegovina,21-06-2016 14:32,0
81.75,33,62060.11,125.27,Advanced modular Local Area Network,Kristinfurt,0,Macedonia,19-06-2016 22:08,0
60.23,44,51119.93,125.22,Optimized upward-trending productivity,Port Jeffrey,0,Northern Mariana Islands,12-02-2016 10:39,1
40.17,45,31092.93,174.88,Enhanced homogeneous moderator,Wintersfort,0,Saudi Arabia,23-07-2016 05:21,1
64.75,42,51739.63,120.75,Stand-alone encompassing throughput,Robertbury,0,Madagascar,19-03-2016 14:23,0
65.4,29,72203.96,216.49,Front-line dynamic model,Johnstad,1,Gibraltar,03-05-2016 16:02,0
46.2,42,60514.05,238.58,Innovative interactive portal,Hubbardmouth,0,Czech Republic,06-04-2016 11:24,1
63.45,31,59886.58,133.17,Team-oriented 6thgeneration extranet,Boyerberg,1,Singapore,16-04-2016 14:15,0
89.05,41,57846.68,126.39,Synergistic reciprocal attitude,Angelhaven,1,Micronesia,31-05-2016 23:42,1
49.21,29,56113.37,115.6,Networked responsive application,Wilsonburgh,0,Kenya,13-07-2016 07:41,1
80.3,29,53431.35,158.56,Inverse discrete extranet,Evansfurt,0,Austria,03-05-2016 16:02,1
40.04,23,61617.98,211.38,Future-proofed coherent budgetary management,Patriciahaven,1,Denmark,09-03-2016 03:41,1
74.15,31,59677.64,207.17,Sharable reciprocal project,New Michael,1,Barbados,09-07-2016 11:18,0
36.87,31,56180.93,207.17,Realigned tangible collaboration,New Michael,0,Cuba,03-01-2016 07:13,0
56.01,45,31092.93,137.24,Secured 24hour policy,Wintersfort,1,Bosnia and Herzegovina,20-06-2016 09:35,1
41.73,28,55121.65,217.37,Horizontal heuristic support,Hernandezfort,0,Croatia,21-06-2016 14:32,0
60.23,21,57014.84,157.04,Polarized tangible collaboration,Burgessside,1,Turkey,18-05-2016 19:33,0
59.05,50,43974.49,123.13,Function-based context-sensitive secured line,Lake Susan,0,Heard Island and McDonald Islands,21-04-2016 09:30,1
66.12,29,67132.46,124.32,Streamlined homogeneous analyzer,Davidstad,0,Croatia,13-07-2016 07:41,0
80.31,28,47258.59,217.37,Down-sized bandwidth-monitored core,Kennedyfurt,0,Liberia,23-01-2016 17:39,1
79.52,41,57846.68,126.39,Face-to-face even-keeled website,West Lisa,0,El Salvador,05-01-2016 17:56,1
65.65,26,69112.84,140.46,Monitored 24/7 moratorium,West Gregburgh,0,Cameroon,11-03-2016 12:39,0
65.59,39,48335.2,124.44,Customer-focused incremental system engine,Port Mathew,0,Belize,08-05-2016 22:24,1
47.64,29,69646.35,200.71,Programmable uniform website,East Carlos,0,Burundi,03-05-2016 16:02,0
60.72,42,60514.05,199.43,Team-oriented executive core,Hubbardmouth,1,Czech Republic,19-05-2016 14:30,1
89.05,40,27086.4,221.98,Synergized coherent interface,North Jessicaville,1,Portugal,30-05-2016 20:08,1
44.4,24,52252.91,167.22,Pre-emptive systematic budgetary management,West Ricardo,0,Algeria,30-03-2016 16:15,1
35.49,36,59240.24,235.29,Proactive bandwidth-monitored policy,Hatfieldshire,1,Senegal,20-06-2016 08:22,0
69.15,27,14548.06,131.29,Configurable tertiary capability,Lake Jose,0,Switzerland,17-06-2016 20:18,1
41.49,41,57846.68,126.39,Face-to-face even-keeled website,West Lisa,0,El Salvador,27-02-2016 15:04,1
42.04,37,58235.21,158.56,Managed client-server access,Browntown,1,Ireland,05-01-2016 16:26,0
76.77,36,76003.47,140.46,Inverse zero-defect capability,Hernandezville,0,Guinea,08-05-2016 22:24,1
46.61,41,57846.68,126.39,Reactive needs-based instruction set,West Lisa,0,El Salvador,13-05-2016 11:57,1
86.06,35,54429.17,119.2,Visionary maximized process improvement,Williamsport,1,Gambia,23-04-2016 14:34,1
69.88,34,34191.23,168.34,Cloned explicit middleware,Port Robin,1,Hungary,05-04-2016 18:02,1
59.59,34,59785.94,203.44,Function-based incremental standardization,New Tinamouth,0,Brunei Darussalam,27-04-2016 04:28,1
60.72,23,55121.65,172.81,Team-oriented executive core,Hubbardmouth,1,China,15-02-2016 16:52,1
51.87,49,39031.89,195.69,Managed client-server access,Penatown,1,Australia,04-04-2016 20:01,1
37.45,39,56180.93,124.44,Exclusive disintermediate task-force,Jacquelineshire,1,French Polynesia,07-04-2016 15:18,0
48.86,36,29398.61,134.46,Virtual scalable secured line,East Jennifer,0,Kazakhstan,03-07-2016 04:11,0
71.28,54,57877.15,230.18,Business-focused transitional solution,Mauriceshire,1,Somalia,31-03-2016 20:55,1
88.04,38,64564.07,132.08,Profit-focused dedicated utilization,Millerfort,0,Western Sahara,05-01-2016 17:56,1
55.6,35,42993.48,221.18,Secured secondary superstructure,West Wendyland,1,Ukraine,08-07-2016 03:47,0
43.49,37,23936.86,109.29,Total directional approach,New Brandy,1,Tunisia,20-06-2016 14:20,1
54.08,36,32549.95,115.26,Total cohesive moratorium,Port Cassie,1,Poland,07-04-2016 15:18,0
68.01,46,40468.53,130.86,Configurable tertiary capability,Richardsonshire,0,Belgium,15-04-2016 15:07,1
41.73,28,49282.87,217.37,Organized global flexibility,Kennedyfurt,1,Luxembourg,19-05-2016 11:16,1
36.56,46,33951.63,231.95,Proactive actuating Graphical User Interface,Richardsonshire,1,Switzerland,06-04-2016 14:16,1
66.08,46,54286.1,191.82,Self-enabling local strategy,Lake Evantown,0,Belgium,04-04-2016 08:19,1
86.06,35,42696.67,116.19,Visionary maximized process improvement,Kyleborough,1,Uganda,22-04-2016 00:28,1
80.31,31,31281.01,207.17,Managed zero tolerance concept,New Michael,1,Hong Kong,19-05-2016 11:16,0
81.75,34,34191.23,114.53,Cloned explicit middleware,Kingshire,1,Namibia,11-03-2016 00:05,0
56.3,37,67132.46,217.37,Centralized logistical secured line,Reyesfurt,0,Eritrea,31-05-2016 09:06,1
61.22,45,61526.25,174.88,Assimilated fault-tolerant hub,Kristinfurt,0,Taiwan,23-07-2016 05:21,1
74.54,42,60514.05,238.58,Innovative interactive portal,Robertbury,0,Lao People's Democratic Republic,06-04-2016 11:24,0
52.84,26,56435.6,160.49,Monitored context-sensitive initiative,East Kevinbury,0,French Guiana,05-07-2016 20:16,0
39.96,45,74903.41,124.67,Secured 24hour policy,Wintersfort,0,Taiwan,05-03-2016 12:03,1
82.07,35,57846.68,259.76,Robust uniform framework,West Raymondmouth,0,Angola,28-01-2016 17:03,0
65.77,23,56457.01,172.81,Object-based optimal solution,Hubbardmouth,0,China,27-04-2016 04:28,1
43.63,25,50671.6,241.03,Integrated interactive support,New Tina,1,Georgia,28-04-2016 02:55,0
80.31,31,59886.58,226.54,User-friendly client-server instruction set,Austinland,1,Hong Kong,11-02-2016 23:45,0
66.08,33,55642.32,120.75,Focused coherent success,New Thomas,1,Vanuatu,02-03-2016 04:02,0
80.03,31,56180.93,217.37,Horizontal heuristic support,Jamiefort,0,Gabon,21-06-2016 14:32,0
62.26,26,51463.17,259.76,Sharable multimedia conglomeration,East Brettton,0,Cambodia,15-05-2016 13:18,0
86.06,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Latvia,31-03-2016 20:55,1
39.76,34,59785.94,160.03,Cloned explicit middleware,Mauriceshire,1,Hungary,27-02-2016 08:52,1
62.06,32,69481.85,233.04,Profound maximized workforce,Lake Matthewland,0,Lebanon,09-06-2016 21:43,1
51.24,54,53188.69,190.05,Virtual scalable secured line,Haleview,0,Cambodia,16-01-2016 23:37,1
82.07,33,43974.49,125.27,Quality-focused zero tolerance matrices,Johnsontown,0,Indonesia,17-06-2016 20:18,0
66.4,42,50723.67,120.75,Innovative interactive portal,Stewartbury,1,Hong Kong,06-04-2016 11:24,1
69.88,34,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Samoa,27-04-2016 04:28,1
60.72,42,60514.05,238.58,Innovative interactive portal,Hubbardmouth,0,Czech Republic,06-04-2016 11:24,1
89.05,33,43974.49,196.77,Cross-platform 4thgeneration focus group,Burgessside,0,Hungary,04-04-2016 07:07,1
66.08,33,74543.81,120.75,Focused coherent success,Lake Deannaborough,1,Vanuatu,06-03-2016 11:36,0
65.59,39,59886.58,143.79,Team-oriented zero-defect initiative,Edwardsport,1,Hong Kong,14-01-2016 16:30,0
41.73,31,56180.93,191.17,Polarized bifurcated array,Lake Josetown,0,Gabon,08-07-2016 17:14,0
46.61,43,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,03-04-2016 21:13,1
80.47,43,53922.43,121.28,Devolved zero administration intranet,Port Jeffrey,0,Martinique,09-05-2016 21:54,1
75.55,32,55424.24,182.2,Focused upward-trending core,Lisafort,0,Chile,28-04-2016 22:54,0
40.17,45,66574,137.24,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,05-03-2016 12:03,1
82.07,22,48335.2,121.07,Centralized content-based focus group,Garciatown,0,Austria,23-05-2016 08:06,0
78.7,40,59593.56,111.94,Synergized coherent interface,South Cynthiashire,1,Greece,10-04-2016 03:30,1
70.09,43,52563.22,121.28,Devolved zero administration intranet,Port Jeffrey,0,Martinique,17-04-2016 21:39,1
78.64,39,57739.03,114.69,Customer-focused impactful success,Sandraland,1,Georgia,18-03-2016 13:00,0
75.71,43,27241.11,198.45,Optimized upward-trending productivity,Wilcoxport,1,Turkey,03-04-2016 21:13,0
